id,name,description,deck
644,Charlie Blast's Territory,"Here's a fun puzzle for you, Charlie. See if you can set up a series of bombs in time to blow yourself to the next level - before you get so nervous you explode. It's a total N64 blast for 1 to 4 players. Bursting with cool Line Bombs and Freeze Bombs to demolish your competition. 45 increasingly complicated Multi-Player game boards for Survival Mode and Territory Mode. 60 single player Puzzle Mode levels. All kinds of wacky booby-traps designed by the world-famous game designer Scott Kim.",The puzzles in this game are what really prevent it from getting a lower score.
645,Chase H.Q.,"The fastest, most thrilling, 3D driving game yet! Take the wheel of your turbo-charged Porsche as you and your partner go in pursuit of dangerous criminals all driving an evil array of souped-up roadsters. TURBO BOOST! Need to catch up in a hurry? Well, just one press of your Turbo Button will leave your eyes in the back of your head! Barrelling through the city streets, along the roughest of dirt tracks and through busy tunnels - if you can hold the line! The low-life can run, but they can't hide...",Catch criminals by chasing them and ramming their cars off the road in Chase H.Q.
646,Chasm: The Rift,"Feeling you are no longer alone, you turn, with just enough time to shoot, killing the mutation charging mercilessly towards you.    You begin to sense an eerie feeling of fear in the air... Again and again you shoot, battling more strange beasts - all grotesque mutations of creatures you once knew. Suddenly the inexplicable becomes clear. Time channels have formed in the Earth's atmosphere, turning once normal life forms into something they were never meant to be. As part of a special commando unit, you must not only war off and eradicate the beasts, but destroy the time channels to finally rid the Earth of these deadly mutations.    16 Missions in 3 Episodes Plus 6 Deathmatch levels    Dynamic effects including water, rain, snow, smoke, dust, sparks, explosions and distant fades    Multiplayer battles through TCP/IP, IPX and serial port    Create your own levels with the Chasm level editor    20 death-seeking monsters 13 incredible weapons and items    Blow off monsters' limbs as they continue to attack with remaining appendages","Originating from a small programming team in Russia, Chasm: The Rift is a standard 3D shooter that falls technologically in between Doom and Quake - and scarily enough, isn't that bad."
649,Chessmaster II,The most extensive and powerful chess game available on Playstation. Try to outwit over 90 characters as you go head to head to see who is the Chessmaster! Features 24 different chess sets and 64 human-like computer chess personalities.,"With tons of customization options and a system that focuses on learning, Chessmaster is the clear choice for people who wish to experience chess on their PlayStation."
650,Chocobo Racing,"Chocobo and many other characters from the FINAL FANTASY world star in this high-speed racing game filled with magical spells, special abilities, and challenging courses!    Testing out speedy vehicles, Chocobo and Mog set out to collect pieces of the legendary Blue Crystal, which they can only gather by winning hair-raising races against their FINAL FANTASY friends!","Apparently, there is no stone that Square is willing to leave unturned, because this game is nothing more than a tired rehash of almost everything that's come before it."
651,Chocobo's Dungeon 2,"In search for treasure, Chocobo and Mog find more than they expect. Joined by other FINAL FANTASY characters, Chocobo must defeat foes and unveil a friend's secrets while exploring a series of mysterious dungeons.","Gamers looking for a simple, inoffensive, and remarkably replayable RPG may find solace in the dark, dank, and old-fashioned recesses of Square's dungeons."
652,Chopper Attack (1997),"ACES NEEDED! Join an elite group of international chopper pilots with one objective... hunt down and destroy a renegade terrorist group bent on world domination! Engage and destroy the enemy in 8 different intense missions. Blow up strategic enemy radar. Shoot ground troops and enemy aircraft as you rescue hostages or escort friendly aircraft from dangerous enemy territory. Cash rewards give way to an explosive arsenal of ground and air missiles. Transform enemy installations into explosive fireballs with devastating ground and air target lock-on cluster bombs. Fly one of 8 different choppers, each one with different weapon and flying capabilities.","It's fast, fun, and pretty exciting."
655,Chrono Cross,"Featuring a storyline developed by the creator of Chrono Trigger and Xenogears, Chrono Cross has been christened the &quot;Best RPG Creation&quot; by its development team. With multiple scenarios cast along a single story thread, and many different endings, each replay can result in an entirely new adventure. In addition, a brand new battle system makes combat smooth and innovative by introducing an element field system and combo system that gives the player unparalleled flexibility in their fighting options. The elimination of random battles also quickens the pace of the game, and places the choice of where to battle in the player's hands. With character designs by a famed Japanese illustrator and music by the original Chrono Trigger composer, Chrono Cross features visuals and sounds that bring its magic to life.","Chrono Cross may not have had the largest budget, but it has the largest heart."
657,ChuChu Rocket!,"ChuChu Rocket. exclusive to the Dreamcast, offers a new on-line gaming experience in the form of a 4-player, adrenaline paced puzzle game. You can enjoy this wildly addictive game with friends, in the confines of your home, or over the Internet against complete strangers! Just lead the mice to a rocket while protecting them from the vicious cats along the way. ChuChu Rocket! - the concept is simple but the challenge is never ending...","In short, Sonic Team has created a party experience for the ages - like Bomberman, the best idea is to grab a bunch of friends and go head-to-head."
658,Circuit Breakers (1998),"Prepare yourself for the fastest, most stomach churning racing game ever!    Circuit Breakers is like no other racing game on Earth! Up to four players can battle head to head on over 30 roller coaster race tracks in a choice of 8 spectacular 3D worlds. No dull ""corridor"" racing, each track features hair-raising banked corners, heart-in-the-mouth jaw dropping dips and buttock-clenching drops -- all in spectacular 3D.",Circuit Breakers is a rip-off of the Micro Machines series of games.
659,The City of Lost Children,The City's children are disappearing one by one and no one knows why or where they've gone.  Rely on your street smarts to solve the mystery... and discover where in this eeries labyrinth of back alleys and foreboding warehouses the plot will take another wickedly clever twist!,"Players do not want to control helpless, whining characters."
